,order_id,order_line,order_date,model,quantity,price,total_price,bikeshop_name,location,category_1,category_2,frame_material,city,state
8961,1121.0,12.0,2014-01-29,Scalpel-Si Race,1.0,9060,9060.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8962,1121.0,13.0,2014-01-29,Trigger Carbon 3,1.0,3730,3730.0,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS
8963,1121.0,14.0,2014-01-29,Supersix Evo 105,2.0,2240,4480.0,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS
8964,1121.0,15.0,2014-01-29,CAAD12 Ultegra,1.0,2240,2240.0,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS
8965,1121.0,16.0,2014-01-29,Scalpel-Si 5,3.0,3200,9600.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
8966,1121.0,17.0,2014-01-29,F-Si Carbon 2,2.0,4800,9600.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8967,1121.0,18.0,2014-01-29,Synapse Disc Adventure,1.0,2130,2130.0,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS
8968,1121.0,19.0,2014-01-29,Scalpel-Si Carbon 3,1.0,5330,5330.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8969,1121.0,20.0,2014-01-29,Catalyst 1,1.0,705,705.0,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
8970,1121.0,21.0,2014-01-29,Jekyll Carbon 2,1.0,6070,6070.0,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS
8971,1121.0,22.0,2014-01-29,Beast of the East 2,1.0,2130,2130.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
8972,1121.0,23.0,2014-01-29,Jekyll Carbon 1,1.0,7990,7990.0,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS
8973,1121.0,24.0,2014-01-29,Catalyst 4,1.0,415,415.0,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
8974,1121.0,25.0,2014-01-29,CAAD8 105,1.0,1410,1410.0,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS
8975,1121.0,26.0,2014-01-29,Scalpel 29 Carbon Race,2.0,6390,12780.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8976,1121.0,27.0,2014-01-29,Scalpel 29 4,1.0,3200,3200.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
8977,1121.0,28.0,2014-01-29,Bad Habit 1,1.0,3200,3200.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
8978,1121.0,29.0,2014-01-29,Bad Habit 2,1.0,2660,2660.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
8979,1121.0,30.0,2014-01-29,Supersix Evo Red,4.0,3940,15760.0,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS
8980,1122.0,1.0,2014-02-03,Bad Habit 1,1.0,3200,3200.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
8981,1122.0,2.0,2014-02-03,Trail 1,1.0,1520,1520.0,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
8982,1122.0,3.0,2014-02-03,F-Si Black Inc.,1.0,11190,11190.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8983,1122.0,4.0,2014-02-03,Bad Habit 2,1.0,2660,2660.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
8984,1122.0,5.0,2014-02-03,Scalpel-Si Carbon 3,5.0,5330,26650.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8985,1122.0,6.0,2014-02-03,Scalpel-Si Race,1.0,9060,9060.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
8986,1122.0,7.0,2014-02-03,Supersix Evo Ultegra 4,1.0,2660,2660.0,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS
8987,1122.0,8.0,2014-02-03,Catalyst 3,1.0,480,480.0,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
8988,1122.0,9.0,2014-02-03,Trail 4,3.0,980,2940.0,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
8989,1122.0,10.0,2014-02-03,Trigger Carbon 4,1.0,3200,3200.0,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS
8990,1122.0,11.0,2014-02-03,Slice Ultegra,1.0,2700,2700.0,Kansas City 29ers,"Kansas City, KS",Road,Triathalon,Carbon,Kansas City,KS
8991,1122.0,12.0,2014-02-03,Habit 6,1.0,1950,1950.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
8992,1123.0,1.0,2014-02-03,Trigger Carbon 4,1.0,3200,3200.0,Louisville Race Equipment,"Louisville, KY",Mountain,Over Mountain,Carbon,Louisville,KY
8993,1123.0,2.0,2014-02-03,Habit Carbon 2,1.0,5330,5330.0,Louisville Race Equipment,"Louisville, KY",Mountain,Trail,Carbon,Louisville,KY
8994,1123.0,3.0,2014-02-03,Habit Carbon SE,1.0,4480,4480.0,Louisville Race Equipment,"Louisville, KY",Mountain,Trail,Carbon,Louisville,KY
8995,1123.0,4.0,2014-02-03,Synapse Sora,1.0,1030,1030.0,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Aluminum,Louisville,KY
8996,1123.0,5.0,2014-02-03,Jekyll Carbon 3,1.0,3840,3840.0,Louisville Race Equipment,"Louisville, KY",Mountain,Over Mountain,Carbon,Louisville,KY
8997,1123.0,6.0,2014-02-03,Slice Hi-Mod Black Inc.,1.0,7000,7000.0,Louisville Race Equipment,"Louisville, KY",Road,Triathalon,Carbon,Louisville,KY
8998,1123.0,7.0,2014-02-03,Synapse Carbon Disc Ultegra D12,1.0,4800,4800.0,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Carbon,Louisville,KY
8999,1123.0,8.0,2014-02-03,Scalpel-Si 5,1.0,3200,3200.0,Louisville Race Equipment,"Louisville, KY",Mountain,Cross Country Race,Aluminum,Louisville,KY
9000,1123.0,9.0,2014-02-03,F-Si Carbon 2,2.0,4800,9600.0,Louisville Race Equipment,"Louisville, KY",Mountain,Cross Country Race,Carbon,Louisville,KY
9001,1123.0,10.0,2014-02-03,Slice Ultegra D12,1.0,3200,3200.0,Louisville Race Equipment,"Louisville, KY",Road,Triathalon,Carbon,Louisville,KY
9002,1123.0,11.0,2014-02-03,SuperX Rival CX1,1.0,1750,1750.0,Louisville Race Equipment,"Louisville, KY",Road,Cyclocross,Carbon,Louisville,KY
9003,1124.0,1.0,2014-02-04,SuperX Rival CX1,1.0,1750,1750.0,New York Cycles,"New York, NY",Road,Cyclocross,Carbon,New York,NY
9004,1125.0,1.0,2014-02-10,Synapse Disc Tiagra,1.0,1250,1250.0,Philadelphia Bike Shop,"Philadelphia, PA",Road,Endurance Road,Aluminum,Philadelphia,PA
9005,1126.0,1.0,2014-02-11,F-Si 3,1.0,1840,1840.0,Miami Race Equipment,"Miami, FL",Mountain,Cross Country Race,Aluminum,Miami,FL
9006,1126.0,2.0,2014-02-11,CAAD12 Ultegra,1.0,2240,2240.0,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL
9007,1126.0,3.0,2014-02-11,CAAD12 Disc 105,1.0,1950,1950.0,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL
9008,1126.0,4.0,2014-02-11,F-Si Carbon 4,1.0,2880,2880.0,Miami Race Equipment,"Miami, FL",Mountain,Cross Country Race,Carbon,Miami,FL
9009,1126.0,5.0,2014-02-11,Synapse Carbon 105,1.0,2240,2240.0,Miami Race Equipment,"Miami, FL",Road,Endurance Road,Carbon,Miami,FL
9010,1126.0,6.0,2014-02-11,Synapse Carbon Disc 105,1.0,2660,2660.0,Miami Race Equipment,"Miami, FL",Road,Endurance Road,Carbon,Miami,FL
9011,1127.0,1.0,2014-02-11,CAAD8 105,2.0,1410,2820.0,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum,Portland,OR
9012,1127.0,2.0,2014-02-11,F-Si Black Inc.,1.0,11190,11190.0,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon,Portland,OR
9013,1127.0,3.0,2014-02-11,Scalpel-Si Carbon 3,1.0,5330,5330.0,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon,Portland,OR
9014,1128.0,1.0,2014-02-12,Scalpel-Si Carbon 4,1.0,4260,4260.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
9015,1129.0,1.0,2014-02-12,Trigger Carbon 3,1.0,3730,3730.0,Cincinnati Speed,"Cincinnati, OH",Mountain,Over Mountain,Carbon,Cincinnati,OH
9016,1129.0,2.0,2014-02-12,Synapse Hi-Mod Disc Black Inc.,1.0,9590,9590.0,Cincinnati Speed,"Cincinnati, OH",Road,Endurance Road,Carbon,Cincinnati,OH
9017,1129.0,3.0,2014-02-12,CAAD12 105,1.0,1680,1680.0,Cincinnati Speed,"Cincinnati, OH",Road,Elite Road,Aluminum,Cincinnati,OH
9018,1129.0,4.0,2014-02-12,Habit Carbon SE,1.0,4480,4480.0,Cincinnati Speed,"Cincinnati, OH",Mountain,Trail,Carbon,Cincinnati,OH
9019,1129.0,5.0,2014-02-12,Synapse Hi-Mod Dura Ace,1.0,5860,5860.0,Cincinnati Speed,"Cincinnati, OH",Road,Endurance Road,Carbon,Cincinnati,OH
9020,1129.0,6.0,2014-02-12,SuperX 105,1.0,1960,1960.0,Cincinnati Speed,"Cincinnati, OH",Road,Cyclocross,Carbon,Cincinnati,OH
9021,1129.0,7.0,2014-02-12,Supersix Evo Tiagra,1.0,1840,1840.0,Cincinnati Speed,"Cincinnati, OH",Road,Elite Road,Carbon,Cincinnati,OH
9022,1129.0,8.0,2014-02-12,Supersix Evo Hi-Mod Team,1.0,10660,10660.0,Cincinnati Speed,"Cincinnati, OH",Road,Elite Road,Carbon,Cincinnati,OH
9023,1129.0,9.0,2014-02-12,Synapse Carbon Disc 105,1.0,2660,2660.0,Cincinnati Speed,"Cincinnati, OH",Road,Endurance Road,Carbon,Cincinnati,OH
9024,1129.0,10.0,2014-02-12,CAAD12 Red,1.0,3200,3200.0,Cincinnati Speed,"Cincinnati, OH",Road,Elite Road,Aluminum,Cincinnati,OH
9025,1129.0,11.0,2014-02-12,SuperX Rival CX1,1.0,1750,1750.0,Cincinnati Speed,"Cincinnati, OH",Road,Cyclocross,Carbon,Cincinnati,OH
9026,1129.0,12.0,2014-02-12,Synapse Carbon 105,1.0,2240,2240.0,Cincinnati Speed,"Cincinnati, OH",Road,Endurance Road,Carbon,Cincinnati,OH
9027,1130.0,1.0,2014-02-12,CAAD12 Ultegra,1.0,2240,2240.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Aluminum,Indianapolis,IN
9028,1130.0,2.0,2014-02-12,Trail 3,1.0,1080,1080.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum,Indianapolis,IN
9029,1130.0,3.0,2014-02-12,Trail 1,1.0,1520,1520.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum,Indianapolis,IN
9030,1130.0,4.0,2014-02-12,Slice Ultegra,1.0,2700,2700.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Triathalon,Carbon,Indianapolis,IN
9031,1130.0,5.0,2014-02-12,Synapse Disc Tiagra,1.0,1250,1250.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum,Indianapolis,IN
9032,1130.0,6.0,2014-02-12,SuperX Rival CX1,1.0,1750,1750.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Cyclocross,Carbon,Indianapolis,IN
9033,1130.0,7.0,2014-02-12,Slice Hi-Mod Dura Ace D12,1.0,4500,4500.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Triathalon,Carbon,Indianapolis,IN
9034,1130.0,8.0,2014-02-12,SuperX Hi-Mod CX1,1.0,3500,3500.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Cyclocross,Carbon,Indianapolis,IN
9035,1130.0,9.0,2014-02-12,Synapse Carbon 105,2.0,2240,4480.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN
9036,1130.0,10.0,2014-02-12,Supersix Evo Red,2.0,3940,7880.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN
9037,1130.0,11.0,2014-02-12,Trail 2,1.0,1350,1350.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum,Indianapolis,IN
9038,1130.0,12.0,2014-02-12,Supersix Evo Black Inc.,1.0,12790,12790.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN
9039,1130.0,13.0,2014-02-12,Supersix Evo Ultegra 4,1.0,2660,2660.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN
9040,1130.0,14.0,2014-02-12,Habit 5,1.0,2340,2340.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Trail,Aluminum,Indianapolis,IN
9041,1130.0,15.0,2014-02-12,CAAD12 Red,1.0,3200,3200.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Aluminum,Indianapolis,IN
9042,1130.0,16.0,2014-02-12,Scalpel-Si Carbon 2,2.0,6390,12780.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Cross Country Race,Carbon,Indianapolis,IN
9043,1130.0,17.0,2014-02-12,Synapse Claris,1.0,870,870.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum,Indianapolis,IN
9044,1130.0,18.0,2014-02-12,Supersix Evo Hi-Mod Dura Ace 2,1.0,5330,5330.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN
9045,1130.0,19.0,2014-02-12,Slice Ultegra D12,1.0,3200,3200.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Triathalon,Carbon,Indianapolis,IN
9046,1130.0,20.0,2014-02-12,Fat CAAD2,1.0,2130,2130.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Fat Bike,Aluminum,Indianapolis,IN
9047,1131.0,1.0,2014-02-13,Supersix Evo Ultegra 3,1.0,3200,3200.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
9048,1132.0,1.0,2014-02-13,Supersix Evo Hi-Mod Dura Ace 2,1.0,5330,5330.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
9049,1132.0,2.0,2014-02-13,CAAD12 Red,1.0,3200,3200.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Aluminum,Ithaca,NY
9050,1132.0,3.0,2014-02-13,F-Si Hi-Mod 1,1.0,6390,6390.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9051,1133.0,1.0,2014-02-14,Beast of the East 1,8.0,2770,22160.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK
9052,1134.0,1.0,2014-02-14,Beast of the East 1,1.0,2770,2770.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum,Ithaca,NY
9053,1134.0,2.0,2014-02-14,Scalpel-Si Hi-Mod 1,1.0,7460,7460.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9054,1134.0,3.0,2014-02-14,Fat CAAD1,2.0,3730,7460.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Fat Bike,Aluminum,Ithaca,NY
9055,1134.0,4.0,2014-02-14,F-Si Carbon 2,1.0,4800,4800.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9056,1134.0,5.0,2014-02-14,Trail 3,1.0,1080,1080.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
9057,1134.0,6.0,2014-02-14,F-Si Hi-Mod Team,2.0,9060,18120.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9058,1134.0,7.0,2014-02-14,Jekyll Carbon 3,2.0,3840,7680.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
9059,1134.0,8.0,2014-02-14,Scalpel-Si Carbon 3,1.0,5330,5330.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9060,1134.0,9.0,2014-02-14,Slice Ultegra D12,1.0,3200,3200.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Triathalon,Carbon,Ithaca,NY
9061,1134.0,10.0,2014-02-14,Supersix Evo Hi-Mod Dura Ace 1,1.0,7990,7990.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
9062,1134.0,11.0,2014-02-14,F-Si Hi-Mod 1,2.0,6390,12780.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9063,1134.0,12.0,2014-02-14,Synapse Disc Adventure,1.0,2130,2130.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Endurance Road,Aluminum,Ithaca,NY
9064,1134.0,13.0,2014-02-14,Catalyst 4,1.0,415,415.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
9065,1134.0,14.0,2014-02-14,Synapse Carbon Ultegra 3,1.0,3200,3200.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Endurance Road,Carbon,Ithaca,NY
9066,1134.0,15.0,2014-02-14,Habit Hi-Mod Black Inc.,1.0,12250,12250.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon,Ithaca,NY
9067,1134.0,16.0,2014-02-14,Trail 1,1.0,1520,1520.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
9068,1134.0,17.0,2014-02-14,Trigger Carbon 1,1.0,8200,8200.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
9069,1134.0,18.0,2014-02-14,Bad Habit 1,1.0,3200,3200.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum,Ithaca,NY
9070,1134.0,19.0,2014-02-14,Supersix Evo Ultegra 3,1.0,3200,3200.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
9071,1134.0,20.0,2014-02-14,Jekyll Carbon 4,1.0,3200,3200.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
9072,1134.0,21.0,2014-02-14,Scalpel 29 Carbon Race,1.0,6390,6390.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9073,1134.0,22.0,2014-02-14,Supersix Evo Hi-Mod Dura Ace 2,1.0,5330,5330.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
9074,1134.0,23.0,2014-02-14,Supersix Evo Hi-Mod Team,1.0,10660,10660.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
9075,1134.0,24.0,2014-02-14,Synapse Carbon 105,1.0,2240,2240.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Endurance Road,Carbon,Ithaca,NY
9076,1134.0,25.0,2014-02-14,Habit Carbon 2,1.0,5330,5330.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon,Ithaca,NY
9077,1134.0,26.0,2014-02-14,Scalpel 29 Carbon 3,1.0,4260,4260.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
9078,1134.0,27.0,2014-02-14,Trail 2,1.0,1350,1350.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
9079,1134.0,28.0,2014-02-14,Trigger Carbon 3,1.0,3730,3730.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
9080,1134.0,29.0,2014-02-14,Habit Carbon 1,1.0,7460,7460.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon,Ithaca,NY
9081,1134.0,30.0,2014-02-14,Supersix Evo Red,1.0,3940,3940.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
9082,1135.0,1.0,2014-02-14,Beast of the East 3,2.0,1620,3240.0,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
9083,1136.0,1.0,2014-02-18,Supersix Evo Hi-Mod Dura Ace 1,1.0,7990,7990.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon,Denver,CO
9084,1136.0,2.0,2014-02-18,Trail 5,1.0,815,815.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
9085,1136.0,3.0,2014-02-18,Slice Ultegra,1.0,2700,2700.0,Denver Bike Shop,"Denver, CO",Road,Triathalon,Carbon,Denver,CO
9086,1136.0,4.0,2014-02-18,Trail 2,1.0,1350,1350.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
9087,1136.0,5.0,2014-02-18,Habit Carbon 1,1.0,7460,7460.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Carbon,Denver,CO
9088,1137.0,1.0,2014-02-19,Supersix Evo Hi-Mod Dura Ace 2,1.0,5330,5330.0,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Carbon,San Francisco,CA
9089,1137.0,2.0,2014-02-19,Synapse Hi-Mod Disc Black Inc.,1.0,9590,9590.0,San Francisco Cruisers,"San Francisco, CA",Road,Endurance Road,Carbon,San Francisco,CA
9090,1137.0,3.0,2014-02-19,CAAD8 Tiagra,1.0,1250,1250.0,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Aluminum,San Francisco,CA
9091,1137.0,4.0,2014-02-19,Synapse Carbon Disc Ultegra D12,1.0,4800,4800.0,San Francisco Cruisers,"San Francisco, CA",Road,Endurance Road,Carbon,San Francisco,CA
9092,1137.0,5.0,2014-02-19,Supersix Evo Hi-Mod Dura Ace 1,1.0,7990,7990.0,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Carbon,San Francisco,CA
9093,1137.0,6.0,2014-02-19,SuperX 105,1.0,1960,1960.0,San Francisco Cruisers,"San Francisco, CA",Road,Cyclocross,Carbon,San Francisco,CA
9094,1138.0,1.0,2014-02-19,Synapse Hi-Mod Disc Ultegra,1.0,5330,5330.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
9095,1138.0,2.0,2014-02-19,Supersix Evo Hi-Mod Team,1.0,10660,10660.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
9096,1138.0,3.0,2014-02-19,Supersix Evo Hi-Mod Utegra,1.0,4260,4260.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
9097,1138.0,4.0,2014-02-19,Synapse Disc 105,1.0,1570,1570.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Aluminum,Wichita,KS
9098,1138.0,5.0,2014-02-19,Scalpel 29 Carbon Race,1.0,6390,6390.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
9099,1138.0,6.0,2014-02-19,SuperX 105,1.0,1960,1960.0,Wichita Speed,"Wichita, KS",Road,Cyclocross,Carbon,Wichita,KS
9100,1138.0,7.0,2014-02-19,Supersix Evo 105,1.0,2240,2240.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
9101,1138.0,8.0,2014-02-19,Fat CAAD1,1.0,3730,3730.0,Wichita Speed,"Wichita, KS",Mountain,Fat Bike,Aluminum,Wichita,KS
9102,1138.0,9.0,2014-02-19,CAAD12 Black Inc,1.0,5860,5860.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Aluminum,Wichita,KS
9103,1138.0,10.0,2014-02-19,Jekyll Carbon 2,1.0,6070,6070.0,Wichita Speed,"Wichita, KS",Mountain,Over Mountain,Carbon,Wichita,KS
9104,1138.0,11.0,2014-02-19,Supersix Evo Hi-Mod Dura Ace 1,1.0,7990,7990.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
9105,1138.0,12.0,2014-02-19,CAAD8 Tiagra,2.0,1250,2500.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Aluminum,Wichita,KS
9106,1138.0,13.0,2014-02-19,Catalyst 4,2.0,415,830.0,Wichita Speed,"Wichita, KS",Mountain,Sport,Aluminum,Wichita,KS
9107,1138.0,14.0,2014-02-19,CAAD12 Disc 105,1.0,1950,1950.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Aluminum,Wichita,KS
9108,1138.0,15.0,2014-02-19,Supersix Evo Red,1.0,3940,3940.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
9109,1138.0,16.0,2014-02-19,Slice Ultegra,1.0,2700,2700.0,Wichita Speed,"Wichita, KS",Road,Triathalon,Carbon,Wichita,KS
9110,1138.0,17.0,2014-02-19,Syapse Carbon Tiagra,2.0,1840,3680.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
9111,1138.0,18.0,2014-02-19,Slice Hi-Mod Dura Ace D12,3.0,4500,13500.0,Wichita Speed,"Wichita, KS",Road,Triathalon,Carbon,Wichita,KS
9112,1138.0,19.0,2014-02-19,Scalpel-Si Black Inc.,3.0,12790,38370.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
9113,1138.0,20.0,2014-02-19,Beast of the East 2,1.0,2130,2130.0,Wichita Speed,"Wichita, KS",Mountain,Trail,Aluminum,Wichita,KS
9114,1138.0,21.0,2014-02-19,Synapse Carbon Disc Ultegra,1.0,3730,3730.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
9115,1138.0,22.0,2014-02-19,F-Si Hi-Mod Team,1.0,9060,9060.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
9116,1138.0,23.0,2014-02-19,Catalyst 2,1.0,585,585.0,Wichita Speed,"Wichita, KS",Mountain,Sport,Aluminum,Wichita,KS
9117,1139.0,1.0,2014-02-19,Synapse Carbon 105,1.0,2240,2240.0,Los Angeles Cycles,"Los Angeles, CA",Road,Endurance Road,Carbon,Los Angeles,CA
